,episode,character,line_count,seriesEpisode,season,seasonEpisode,airDate,title,jammerStars,description,line_count_episode_total,episodeFraction,ratingFraction,episodeQuality
0,0,JENNIFER,41,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.061746987951807226,0.09262048192771084,1.5
1,0,OPS,4,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.006024096385542169,0.009036144578313254,1.5
2,0,JASAD,13,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.01957831325301205,0.029367469879518073,1.5
3,0,PICARD,28,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.04216867469879518,0.06325301204819277,1.5
4,0,MAGGIE,1,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.0015060240963855422,0.0022590361445783136,1.5
5,0,DUKAT,9,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.01355421686746988,0.02033132530120482,1.5
6,0,BUREAUCRAT,2,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.0030120481927710845,0.004518072289156627,1.5
7,0,CONN,1,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.0015060240963855422,0.0022590361445783136,1.5
8,0,KIRA,85,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.1280120481927711,0.19201807228915663,1.5
9,0,PIT,1,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.0015060240963855422,0.0022590361445783136,1.5
10,0,SISKO,192,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.2891566265060241,0.4337349397590361,1.5
11,0,ALIEN,2,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.0030120481927710845,0.004518072289156627,1.5
12,0,CREWWOMAN,2,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.0030120481927710845,0.004518072289156627,1.5
13,0,GIRL,3,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.004518072289156626,0.006777108433734939,1.5
14,0,CREWMAN,3,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.004518072289156626,0.006777108433734939,1.5
15,0,ODO,21,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.03162650602409638,0.04743975903614457,1.5
16,0,O'BRIEN,69,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.10391566265060241,0.1558734939759036,1.5
17,0,ODN,1,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.0015060240963855422,0.0022590361445783136,1.5
18,0,NOG,1,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.0015060240963855422,0.0022590361445783136,1.5
19,0,OPAKA,17,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.025602409638554216,0.038403614457831324,1.5
20,0,CAPTAIN,6,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.009036144578313253,0.013554216867469878,1.5
21,0,ENSIGN,1,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.0015060240963855422,0.0022590361445783136,1.5
22,0,LOCUTUS,3,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.004518072289156626,0.006777108433734939,1.5
23,0,QUARK,16,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.024096385542168676,0.03614457831325302,1.5
24,0,BASHIR,17,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.025602409638554216,0.038403614457831324,1.5
25,0,DAX,53,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.07981927710843373,0.11972891566265059,1.5
26,0,COMPUTER,19,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.0286144578313253,0.04292168674698795,1.5
27,0,BOSS,1,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.0015060240963855422,0.0022590361445783136,1.5
28,0,OFFICER,5,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.007530120481927711,0.011295180722891566,1.5
29,0,JAKE,20,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.030120481927710843,0.045180722891566265,1.5
30,0,TACTICAL,14,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.02108433734939759,0.03162650602409638,1.5
31,0,CARDASSIAN,6,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.009036144578313253,0.013554216867469878,1.5
32,0,LIEUTENANT,1,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.0015060240963855422,0.0022590361445783136,1.5
33,0,MONK,3,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.004518072289156626,0.006777108433734939,1.5
34,0,BATSMAN,3,1,1,1,1/4/1993,Emissary,3.5,"On the eve of the discovery of the wormhole and his new role in Bajoran mythos, a reluctant Commander Benjamin Sisko takes the first steps in building a relationship between Bajor and the Federation.",664,0.004518072289156626,0.006777108433734939,1.5
35,1,KIRA,85,2,1,2,1/11/1993,Past Prologue,3.0,Kira finds her loyalties divided when a Bajoran extremist wanted by the Cardassians comes to the station with questionable intentions.,419,0.20286396181384247,0.20286396181384247,1.0
36,1,SISKO,89,2,1,2,1/11/1993,Past Prologue,3.0,Kira finds her loyalties divided when a Bajoran extremist wanted by the Cardassians comes to the station with questionable intentions.,419,0.21241050119331742,0.21241050119331742,1.0
37,1,ODO,33,2,1,2,1/11/1993,Past Prologue,3.0,Kira finds her loyalties divided when a Bajoran extremist wanted by the Cardassians comes to the station with questionable intentions.,419,0.07875894988066826,0.07875894988066826,1.0
38,1,O'BRIEN,25,2,1,2,1/11/1993,Past Prologue,3.0,Kira finds her loyalties divided when a Bajoran extremist wanted by the Cardassians comes to the station with questionable intentions.,419,0.059665871121718374,0.059665871121718374,1.0
39,1,BASHIR,37,2,1,2,1/11/1993,Past Prologue,3.0,Kira finds her loyalties divided when a Bajoran extremist wanted by the Cardassians comes to the station with questionable intentions.,419,0.0883054892601432,0.0883054892601432,1.0
40,1,DAX,8,2,1,2,1/11/1993,Past Prologue,3.0,Kira finds her loyalties divided when a Bajoran extremist wanted by the Cardassians comes to the station with questionable intentions.,419,0.01909307875894988,0.01909307875894988,1.0
41,1,GARAK,28,2,1,2,1/11/1993,Past Prologue,3.0,Kira finds her loyalties divided when a Bajoran extremist wanted by the Cardassians comes to the station with questionable intentions.,419,0.06682577565632458,0.06682577565632458,1.0
42,1,TAHNA,64,2,1,2,1/11/1993,Past Prologue,3.0,Kira finds her loyalties divided when a Bajoran extremist wanted by the Cardassians comes to the station with questionable intentions.,419,0.15274463007159905,0.15274463007159905,1.0
43,1,B'ETOR,12,2,1,2,1/11/1993,Past Prologue,3.0,Kira finds her loyalties divided when a Bajoran extremist wanted by the Cardassians comes to the station with questionable intentions.,419,0.028639618138424822,0.028639618138424822,1.0
